screen_name,in_reply_to_screen_name,mentions,full_text
R_Allen86,,"[u'JHekker', u'R_Allen86', u'JOEL9ONE']",RT Rooting on my brother and the legend today 
R_Allen86,,[],Dude honestly I doubt people know how fire that is haha 
R_Allen86,,[u'E_Stratt'],When your woman holds it down cleaning the house working and also gets you a Welcome Home package love you 
R_Allen86,,[],Wings up headed west 
R_Allen86,,[],Shared many great moments during today's Parade Huge s/o to everyone who attended That was a memorable experience for all of us Go pats 
R_Allen86,,[],Headphones throwing some serious heat right now geeeezus 
R_Allen86,,"[u'TroyVincent23', u'Patriots', u'NFL']",RT Congrats to for being selected by his peers for Bart Starr Award one of most prestigio 
R_Allen86,,[u'adidasFballUS'],RT Laced up and BOOSTed up The Cleat dropping this Sunday at Halftime 
R_Allen86,,"[u'Patriots', u'Bose']",RT Family 
R_Allen86,,"[u'jess52087', u'AndrEGG11', u'jmdangaran']",Damn it's good to have my people here with me love you guys@E_Stratt 
R_Allen86,,[],Tell em brother we out here haha 
R_Allen86,,[],Pats fans in Houston Torcy's Tacos your welcome 
R_Allen86,,[],Haha very good Austin 
R_Allen86,,[],Weather is too nice out here 
R_Allen86,,[],Upon arrival in Houston patriot players instantly get sunburned due to zero sun exposure in NE haha 
R_Allen86,,[u'JHekker'],RT Highlight of my Disney trip the other day I get off a ride and these two boys look at me One says I told you that wasn't 
R_Allen86,,[u'TheDaveSimsShow'],RT What a sign Friday 1/27/17 while on the Mariners Caravan at the Alderwood Boys&amp;Girls Club 
R_Allen86,,[u'SavageComedy'],RT I REFUSE TO LEAVE THIS VIDEO IN 2016 
R_Allen86,,[u'hen_ease'],RT tfw u bring ur side chick to the game and the Jumbotron puts you on blast 
R_Allen86,HarmlessHarvest,[u'HarmlessHarvest'],thank you love your product Wasn't the biggest fan of coconut water until I tried yours Great stuff guys 
R_Allen86,,[],Hahaha straight middle school style 
R_Allen86,claytoneric7,[u'E_Stratt'],you gonna de-glaze that pan? ohh yeaaa some red wine bout a quarter cup ughhh f*ck yea 
R_Allen86,,[],
R_Allen86,Scorianii,"[u'Scorianii', u'E_Stratt', u'Ookayx']",ayeeeee hahaha damn right 
R_Allen86,,[u'CauseWereGuys'],RT I watched this about 37 times in a row and cried everytime 
R_Allen86,,[u'CauseWereGuys'],RT This dog loves him some ice lmao 
R_Allen86,,[u'CauseWereGuys'],RT Dude was so salty 
R_Allen86,,[u'barstoolsports'],RT Thought there was hospitality in the South This here is just ruthless 
R_Allen86,,[u'barstooltweetss'],RT Welcome to the electric factory 
R_Allen86,,[u'CauseWereGuys'],RT There will never be another T-Rex 
