screen_name,in_reply_to_screen_name,mentions,full_text
AJ_Derby,,[],
AJ_Derby,,"[u'drewmorgan15', u'CoachBenHerbert']",RT Michigan just got the best MAN/COACH/BEAST Love my guy 
AJ_Derby,,"[u'BretBielema', u'wisehog94', u'SweetFeet_White', u'AJ_Derby']",RT Was able to catch up with these Dolphins Monday and others on Patriots side as well 
AJ_Derby,,"[u'BrandonAllen_10', u'BretBielema']",RT Nothing but love and respect for the man is a true class act and has done so much for this university 
AJ_Derby,,"[u'NBCSports', u'Broncos', u'Avalanche', u'FRRacingTeam']",RT What do the and have in common? They're embracing a newcomer to Denver Colorado 
AJ_Derby,,"[u'Broncos', u'AJ_Derby']",RT Tomorrow will be playing with a little extra edge after the birth of his first child 
AJ_Derby,,"[u'Broncos', u'NFL']",RT to one of the best home-field advantages in the 
AJ_Derby,,[],Never seen that play before 
AJ_Derby,,[],This has been a fun game to watch 
AJ_Derby,,[],
AJ_Derby,,[],Victory Monday Sports Authority Field at Mile High 
AJ_Derby,,[u'jsimms1119'],RT Woke up this morning to terrible news Prayers to all those affected in the Las Vegas shooting Godwe need you now more t 
AJ_Derby,,"[u'NFL', u'AJ_Derby']",RT ONE-HANDED ALL THE WAY What a catch by 
AJ_Derby,,"[u'sportsdenver', u'AJ_Derby']",RT Its fun when they come your way Great catch by 
AJ_Derby,,[],Just posted a photo Sports Authority Field at Mile High 
AJ_Derby,,[],Great first W of the season Mile High was rocking 
AJ_Derby,,[],Watching that game too Wadley was clutch to force OT 
AJ_Derby,,[],Let's go Hogs 
AJ_Derby,Jwillpart2,[u'Jwillpart2'],welcome to Denver boss Pumped to be teammates again 
MOOCHIE048,THE_SWINE94,"[u'THE_SWINE94', u'MavsFansForLife']",I like Bagley That's been my fav option so far I just had thought about young today 
MOOCHIE048,,[u'MavsFansForLife'],Trae Young and Dennis Smith Jr backcourt sound good but could it work like a Portland backcourt 
MOOCHIE048,lavellej12,[u'lavellej12'],Haha 
MOOCHIE048,,[],Scandal pry more petty then empire They be making me not wanna watch no more 
MOOCHIE048,,[],Comedy 
MOOCHIE048,,[u'dougmcdermott'],Welcome to the squad 
MOOCHIE048,MOOCHIE048,[],Or supposed to be stars 
MOOCHIE048,,[],Cleveland doing a good job of getting role players Instead of all Superstars 
MOOCHIE048,,[],I love seeing the Cavs look good offensively It's good for basketball haha Good game tho on both sides 
MOOCHIE048,BamBam_Blake23,"[u'BamBam_Blake23', u'CSURamFuel', u'_RyanStonehouse', u'gbg_18', u'kplcsu', u'Tmatthews16', u'agentdre0019']",Smh no cream cheese 
MOOCHIE048,,[],Some people actions speak so loud you forgot what they said 
MOOCHIE048,,[],RT Me trying not to laugh at the tweets from 
MOOCHIE048,,[],Too funny 
MOOCHIE048,night_quill,[u'night_quill'],You ain't gotta touch her thigh to see if she ready 
MOOCHIE048,MavsFansForLife,[u'MavsFansForLife'],OKC can use him 
MOOCHIE048,,[],
MOOCHIE048,,[u'HitmanHolla'],One of your best performances for sure it's a classic I gave it to 
MOOCHIE048,,[],Got a cannon 
MOOCHIE048,,[],Sad to see the coaches on the sideline and not seeing my coach smh 
MOOCHIE048,,[],Lmk who trying configure my crib 
MOOCHIE048,AdeleTignor,[u'AdeleTignor'],I hope the eagles win 
MOOCHIE048,acbooth87,[u'acbooth87'],Just heard it in a song 
MOOCHIE048,,[],I make all the shots like I ball (bar) tend I like that 
MOOCHIE048,,[u'GoatGrinders2K'],Good looking out they did all the heavy lifting on my new player HOF all my badges in about a week or less Go check them out ASAP if you want some help 
MOOCHIE048,KyleSloter,"[u'KyleSloter', u'FairchildQB']",He coached me for a year at CSU He real cool 
MOOCHIE048,BamBam_Blake23,[u'BamBam_Blake23'],You good mane 
MOOCHIE048,HitmanHolla,[u'HitmanHolla'],Joint fun 
MOOCHIE048,GlennGurule,"[u'GlennGurule', u'JordannaBusch']",Haha you know what it mean tho 
MOOCHIE048,StingRay56,[u'StingRay56'],Haha I speak proper English 
MOOCHIE048,BamBam_Blake23,[u'BamBam_Blake23'],Haha close 
MOOCHIE048,TheDreamKasim,[u'TheDreamKasim'],You know my German brother 
MOOCHIE048,,[],The chopping it up with me 
MOOCHIE048,,[u'ChrisHarrisJr'],RT Happy MLK Day 
MOOCHIE048,,[u'DatDudeNameDora'],RT Happy King Day 
MOOCHIE048,,[],Would love to be playing right now 
MOOCHIE048,BamBam_Blake23,[u'BamBam_Blake23'],I have no recollection of said events 
MOOCHIE048,jimmy_arellano,[u'jimmy_arellano'],Idc who you got playing on defense Blake vs Brady is Brady every time 
MOOCHIE048,Benstnick,[u'Benstnick'],Negative 
MOOCHIE048,BamBam_Blake23,[u'BamBam_Blake23'],Haha is one thing 
MOOCHIE048,,[u'cjandersonb22'],RT Playoff football is the best 
MOOCHIE048,ChrisHarrisJr,[u'ChrisHarrisJr'],
MOOCHIE048,,[],Vikings winning the bowl 
MOOCHIE048,BamBam_Blake23,[u'BamBam_Blake23'],How many times have I mentioned you as that 
MOOCHIE048,kjhoff31424,[u'kjhoff31424'],I don't mind him proving me wrong They gave up a good amount of points to them too tho 
MOOCHIE048,sLuR5280,[u'sLuR5280'],He will eventually 
MOOCHIE048,BamBam_Blake23,[u'BamBam_Blake23'],Haha how many times have I ever called you Blake 
MOOCHIE048,BMarshh,[],Naw B Blake can't do it 
MOOCHIE048,,[],They don't play man coverage 
MOOCHIE048,,[],Always a place to step up in 4 man rush (which was a good rush btw) 
MOOCHIE048,,[],He nice 
MOOCHIE048,,[],Some dbs can't catch for nothing 
MOOCHIE048,,[u'JennWilliams23'],RT Im dying at this video 
MOOCHIE048,,[],It sucks that football season still going and we not a part of it 
MOOCHIE048,dylanavery720,[u'dylanavery720'],Haha You just feel better in the morning when you done But that's usually my attitude to tho 
MOOCHIE048,3DMESPORTS,[u'3DMESPORTS'],I did hear that testosterone levels are higher in the morning 
MOOCHIE048,3DMESPORTS,[u'3DMESPORTS'],Will do seems like the am tho 
MOOCHIE048,ColoRodighiero,[u'ColoRodighiero'],Maybe 7 haha 
MOOCHIE048,,[u'PROJECTYOUNGlN'],First time listening to and I'm mad I ain't been listening to yo Biggest Blessing is 
MOOCHIE048,,[],Need some help what workout time is better 
MOOCHIE048,JasonKromka,[u'JasonKromka'],Yup 
MOOCHIE048,jaygriebling,[u'jaygriebling'],I'm from Baltimore haha 
MOOCHIE048,AqibTalib21,[u'AqibTalib21'],Congrats mane 
MOOCHIE048,1Ercus,[u'1Ercus'],Would of called false start if anything 
MOOCHIE048,Droksid,"[u'Droksid', u'cjandersonb22']",Haha ain't about to watch Naruto 
MOOCHIE048,,[],Horrible call 
MOOCHIE048,World_Wide_Wob,[u'World_Wide_Wob'],
MOOCHIE048,cgoad58,[u'cgoad58'],Watch it sometimes 
MOOCHIE048,BamBam_Blake23,[u'BamBam_Blake23'],
MOOCHIE048,Chardo_2,[u'Chardo_2'],Saw Ozark Not the other two tho 
MOOCHIE048,davehobbs78,[u'davehobbs78'],Haha 
MOOCHIE048,mgonzalez061990,[u'mgonzalez061990'],Haven't seen that yet 
MOOCHIE048,cgoad58,[u'cgoad58'],Saw both 
MOOCHIE048,NeosaMacKinnon,"[u'NeosaMacKinnon', u'DreamsOfDoom']",Haha 
MOOCHIE048,greg_klund,[u'greg_klund'],Never saw some heard good things tho 
MOOCHIE048,xmascarr,"[u'xmascarr', u'Tkuch_74']",Almost done Ozark 
MOOCHIE048,columnsrows23,[u'columnsrows23'],That's a good rewatch 
MOOCHIE048,mgonzalez061990,[u'mgonzalez061990'],Saw Spartacus 
MOOCHIE048,eastonrb99,[u'eastonrb99'],Never saw that either 
MOOCHIE048,,[],I'll try Vikings too 
MOOCHIE048,TheNinjaClayton,[u'TheNinjaClayton'],Started shameless it's pretty good I'll finish that Thanks for bringing it up 
