screen_name,in_reply_to_screen_name,mentions,full_text
BenGarland63,,"[u'BranG13', u'BenGarland63']",RT Capt is everything I want to be as an officer Jealous my CONG buds had the chance to meet him today Maybe aft 
BenGarland63,,"[u'SixZeroStrength', u'Mattgaiter', u'BenGarland63']",RT Service &amp; Sacrifice are equally important as FB to AF Falcon Go get it MG ht 
BenGarland63,,[],Congrats to the men who accepted the challenge and signed to play football for the Air Force Academy Welcome to the Bolt Brotherhood 
BenGarland63,,"[u'BroncosOffField', u'9NEWSSports', u'BenGarland63']",RT Great piece by on spending his offseason serving our country 
BenGarland63,,[],Walk by faith not by sight 
BenGarland63,,"[u'9NEWS', u'BenGarland63']",RT Thank you for your service 
BenGarland63,,[u'VicLombardi'],RT Peyton now paying credit to teammates who give back to the community He names and 
BenGarland63,,[],Congrats AF WBB on your victory over San Jose State 
BenGarland63,,"[u'87ed', u'BenGarland63']",RT A big Capt Garland Maybe the O-Line should share that name since they protect th 
BenGarland63,,"[u'ProLinkSports', u'BenGarland63']",RT Terrific day at Buckley AFB w/ wearing his other uniform with the 
BenGarland63,,"[u'RaulSports', u'Broncos', u'BenGarland63', u'KamiCarmann', u'KDVR']",RT G back to another big jobDon't miss story on Sunday at 1035 http 
BenGarland63,,[],I miss my beard and my football pads Hungry for Broncos football to start again 
BenGarland63,,[],It was great getting to meet Coach Kubiak I'm excited for this opportunity to play for him Broncos country is lucky to have him 
BenGarland63,,"[u'ChiefNGB', u'BenGarland63']",RT Thank you for your service 
BenGarland63,,[u'AFThunderbirds'],Another great day of work love the they are the best in the world 
BenGarland63,,"[u'BroncosOffField', u'BenGarland63', u'Broncos', u'Playworks', u'UnitedWayDenver', u'BGCMetroDenver']",RT at '14 Hometown Huddle with &amp; h 
BenGarland63,,[],Heroes don't wear capes they wear dog tags 
BenGarland63,,"[u'MicrosoftStore', u'ShopParkMeadows']",I'll be at the tonight from 6-8pm signing photos and playing Xbox one 
BenGarland63,,"[u'SportsCenter', u'BenGarland63']",RT With Broncos season over Denver OL Ben Garland trades in NFL uni for one w/ Air National Guard (via http 
BenGarland63,,"[u'MicrosoftStore', u'ShopParkMeadows']",Come meet me at the tomorrow I'll be signing photos and playing Xbox one 
BenGarland63,,[],Back to work at the CO Air National Guard Sad not to be putting on a Broncos uniform but proud to wear this one 
BenGarland63,,[],Sad to see Coach Fox go he was a great coach I'm glad I got to play for him 
BenGarland63,,[],For I know the plans I have for you declares the LORD plans to prosper you and not to harm you plans to give you hope and a future 
BenGarland63,,[],Game day Philippians 413 I can do all things through Christ who strengthens me 
BenGarland63,,[],Broncos sunrise Even Mother Nature is United in Orange 
BenGarland63,,[u'SixZeroStrength'],Don't wait until tomorrow to become the person you want to be get better today 
BenGarland63,,"[u'Broncos', u'NFL', u'BenGarland63', u'Nationwide']",RT MOTY nominee honored with a donation Wednesday from 
BenGarland63,,[u'Nationwide'],A huge thanks to their donation to Sode is going to help so many people around the world 
BenGarland63,,[u'Mattgaiter'],Congrats to on committing to Air Force This challenge isn't for everybody only the strong will survive 
BenGarland63,,"[u'DawnCarden', u'BenGarland63']",RT help spread word Loralai's fam needs help covering funeral &amp; med costs Donations R tax deductible 
BenGarland63,,[],Pray for Loralai's family She is in heaven now and her family could use all the support they can get 
BenGarland63,,"[u'jbjs311', u'BenGarland63']",RT my mother is a big fan of yours Last week our friend had you sign her new jersey Thanks so much 
BenGarland63,,[u'SixZeroStrength'],The weekends give you a chance to get an edge on your opponents Time to train at 
BenGarland63,,[u'RunRalphieRun'],Air Force should play CU every year we already play CSU Round robin battle over who is the best in Colorado 
BenGarland63,,[u'dbc_sam'],Congrats to on her well deserved pro bowl selection 
BenGarland63,,[],Congrats virggreen85 and Brock Osweiler on your first regular season touchdown Glad I could be a part 
BenGarland63,,[],Blessed to get some playing time Love beating the Raiders Let the glory be to God 
BenGarland63,,[],Game day Psalms 626 Truly he is my rock and my salvation; he is my fortress I will not be shaken 
BenGarland63,,[],Want to thank all the troops who are overseas and away from their families during the holiday season 
BenGarland63,,"[u'SyndeeGarland', u'BenGarland63']",RT Favorite player Jersey for Christmas 
BenGarland63,,"[u'jlay_66', u'BenGarland63']",RT Got my favorite players jersey Great football player and a great man 
BenGarland63,,[],Merry Christmas Adam (Adam came before Eve) 
BenGarland63,,[],Win or lose let the glory be to God 
BenGarland63,,[],Game day Phil 314 I press on toward the goal to win the prize for which God has called me heavenward in Christ Jesus 
BenGarland63,,[],10 win season bowl champs CINC trophy and the Falcon Ram trophy proud of my bolt brothers Go Air Force 
BenGarland63,,[],Go Air Force Win the Famous Idaho Potato Bowl game 
BenGarland63,,[u'chadbruegman'],RT Chillin' with redrockschurch very own Ben Garland 
BenGarland63,,[u'NFL'],RT 32 players have been nominated for the 2014 Walter Payton NFL Award 
BenGarland63,,[],RT It's Bowl week and we have everything you need to get ready here 5 days until kickoff 
BenGarland63,,[],Proud to be a Bronco Division Champs 
BenGarland63,,[],For I know the plans I have for you declares the LORD plans to prosper you and not to harm you plans to give you hope and a future 
BenGarland63,,[],Game day Proverbs 2131 The horse is made ready for the day of battle but the victory belongs to the LORD 
BenGarland63,,[u'GarlandSharen'],Happy Birthday to my beautiful grandmother 
BenGarland63,,[u'SixZeroStrength'],Headed to to get some last minute technique work to get ready for the Chargers 
BenGarland63,,"[u'Loralais_Mama', u'BenGarland63']",RT I know I have already posted to your FB but again Thank you for calling We are so grateful 
BenGarland63,,[],Denver rescue mission holiday party is always fun Had a blast decorating ginger bread cookies with the kids 
BenGarland63,,[],Had a great time at Bowl n Bark Fun event for a great cause Raising money and awareness for the humane society Save a life rescue a puppy 
BenGarland63,,[u'SixZeroStrength'],You are either getting worse or getting better There is no staying the same I choose to get better 
BenGarland63,,"[u'ross_munro27', u'BenGarland63', u'13in13djdaf']",RT can you please support my wife with her marathon challenge she's a fellow Air Force Capt http 
BenGarland63,,[],Beautiful day for Broncos football 
BenGarland63,,[],For I know the plans I have for you declares the Lord plans to prosper you and not to harm you plans to give you hope and a future 
BenGarland63,,"[u'GDSFoundation', u'Broncos', u'BroncosCheer']",RT Heading to the game? Be in your seats early for the Junior Dare to Cheer squad pregame 
BenGarland63,,[],I can't believe I won that award So many guys on the team do so much for our community I can't stop smiling 
BenGarland63,,"[u'BroncosOffField', u'BenGarland63', u'Broncos']",RT We are proud to announce as the prestigious 2014 Walter Payton NFL Man of the Year 
BenGarland63,,[],fun game for holidays It's a race to a mystery place for awesome prizes details at church's website 
BenGarland63,,[u'SixZeroStrength'],Surround yourself with people who will push you to your full potential 
BenGarland63,,[],Blocking for Barth Vader as he ties Broncos field goal record 
BenGarland63,,[],Proud to be a Bronco Great win let the Glory be to God 
BenGarland63,,[],Psalm 9012 Teach us to number our days that we may gain a heart of wisdom 
BenGarland63,,[],Game day Sunday Night Football and a division rivalry what more could you ask for? 
BenGarland63,,[],Proud of my Bolt Brothers great win over CSU 
BenGarland63,Siermine,"[u'Siermine', u'KapriBibbs']",can we get an Air Force Shirt for to wear with pride 
BenGarland63,,[],Go Air Force Bring home the Falcon Ram trophy 
BenGarland63,,[u'GarlandSharen'],RT Happy Thanksgiving thankful for all the friends and family we have and I hope everyone will have a wonderful holiday 
BenGarland63,,"[u'Broncos', u'BenGarland63', u'SalvationArmyUS']",RT guard brought teammates and helped prep 
BenGarland63,,[],Had a blast on Broncos Christmas shopping spree with the Boys and Girls Club Each kid got 150$ to spend 
BenGarland63,,[],Green bean team We prepared 30 cases of green beans for the thanksgiving dinner about 1080 pounds 
BenGarland63,,[],Six of my teammates joined me in preparing a thanksgiving dinner for 1500 people in need 
BenGarland63,,"[u'ProLinkSports', u'BenGarland63']",RT Denver Broncos is leading group of teammates to The Salvation Army Tuesday to help prepare the community m 
BenGarland63,,[],Got to play in my first home game at Mile High my unit did the fly over and we won 
BenGarland63,,[],Game day Thanks to all military currently serving and a special shout out to those I got to serve with 
BenGarland63,,[],The bolts of your gates will be iron and bronze and your strength will equal your days Deuteronomy 3325 
BenGarland63,,[u'BenGarland63'],RT Happy game Thank you for your service 
BenGarland63,,"[u'SixZeroStrength', u'Broncos', u'BenGarland63']",RT Getting crucial work done w/ OL Work Tech to prefect b4 Sun needs more men like BG http 
BenGarland63,,[u'MrHillman2U'],Go Air Force Beat the Aztecs 
BenGarland63,,[],My first regular season offensive play in the NFL 
BenGarland63,,[u'87ed'],RT Thinking they need bigger bodies on special teams someone like 
BenGarland63,,[],In the same way let your light shine before others so that they may see your good works and give glory to your Father who is in heaven 
BenGarland63,,[],Last time I landed in St Louis I was reporting for duty at Scott Air Force Base I'm in a new uniform but I'm still here to work 
BenGarland63,,[],Can you guess who this baby is? 
BenGarland63,,[],Check out my blog 
BenGarland63,,[u'AirNatlGuard'],RT Thank you to all those who have served and are serving around the world in the armed services May our flag 
BenGarland63,,[],Proud of my family Thanks to all the men and women who have served our great country 
BenGarland63,,[],I can't stop smiling I got to play in a game we beat the raiders and it was military appreciation day 
BenGarland63,,[],Isaiah 4110 So do not fear for I am with you; do not be dismayed for I am your God I will strengthen you and help you; 
BenGarland63,1broncofan1,[u'1broncofan1'],work hard have fun love Jesus 
BenGarland63,,[],Proud to represent the Air Force on the back of my helmet 
BenGarland63,,"[u'ProLinkSports', u'BenGarland63']",RT Great read on Captain -- A different kind of NFL veteran hopes Salute to Service gives others pause http/ 
BenGarland63,,[],Me and my buddy Brayden on his Make-a-Wish trip to Broncos practice Brave kid fighting cancer with 
BenGarland63,SixZeroStrength,"[u'SixZeroStrength', u'MileHighSports']",All CO team selections Colorado becoming more and more competitive love it Train at 60 to get an edge 
BenGarland63,,[],Go to the Humane society and save a life 
BenGarland63,,[u'SixZeroStrength'],Headed to to get a little extra work in It's Raider week 
BenGarland63,,[],1 Peter 58 Be alert and of sober mind Your enemy the devil prowls around like a roaring lion looking for someone to devour 
BenGarland63,,[],Game day Who cares what the weather is like Broncos are weather proof 
BenGarland63,,[],The Commander and Chief trophy is coming home to where it belongs 
BenGarland63,,[],Go Air Force beat Army bring home the trophy and make us proud 
BenGarland63,,[u'GDSFoundation'],Me and my buddy Robert working the runway So proud of Robert he was the star of the show 
BenGarland63,,"[u'psmyth12', u'nflnetwork', u'BenGarland63']",RT HC John Fox visits with for a Veteran's Day piece on Broncos OL &amp; Air Force grad 
BenGarland63,,[],Psalm 5110 Create in me a pure heart O God and renew a steadfast spirit within me 
