screen_name,in_reply_to_screen_name,mentions,full_text
R_Allen86,CauseWereGuys,[u'CauseWereGuys'],Send that to dre immediately 
R_Allen86,CauseWereGuys,[u'CauseWereGuys'],Hahahahahahaha 
R_Allen86,CauseWereGuys,"[u'CauseWereGuys', u'AndrEGG11']",
R_Allen86,barstoolsports,"[u'barstoolsports', u'StoolGametime', u'NateEbner']",
R_Allen86,,[u'LATechFB'],RT SEE YA Teddy Veal returns the punt 71 yards for the touchdown LA Tech 17 NSU 7 946 2Q 
R_Allen86,PatMcAfeeShow,"[u'PatMcAfeeShow', u'E_Stratt']",
DannyAmendola,,[],
DannyAmendola,,"[u'NFLFilms', u'DannyAmendola', u'dallascowboys']",RT Before was a Super Bowl champion he was just an undrafted rookie trying to get make the roster 
DannyAmendola,,[u'JacquelynKDavis'],RT Now Available at 
DannyAmendola,,[u'Bose'],Thanks for being such a great loyal fan Danielle Sounds like your job is either See you at 
DannyAmendola,,[u'projo'],RT Olivia Culpo in SI swimsuit issue 
DannyAmendola,,[u'IV_BOSTON'],Gona need everyone LFG 
DannyAmendola,,[u'TheDanburyMint'],Pats fans own the moment pick up your Patriots Black Ice Ring 
DannyAmendola,,[],Essential gear 
DannyAmendola,,[u'SportsCenter'],RT Barack Obama says Chris Long is a reminder of what's best about America 
DannyAmendola,StevanRidley,[u'StevanRidley'],Gotta Believe Riddawg 
DannyAmendola,,"[u'jblake1014', u'DannyAmendola']",RT look what i got for Christmas 
DannyAmendola,,[],Who's who 
DannyAmendola,,"[u'NFL', u'Patriots']",RT AFC East champs for the 9th year in a row The Top 5 moments 
DannyAmendola,,[u'pepsi'],Me and have the celebrations you need in The Fun Doesn't End Zone Catch up on all the episodes now 
DannyAmendola,,[u'cheydog_'],Happy B-Day 
DannyAmendola,,[u'theMMQB'],RT The Patriots' Nate Solder will honor his son on Sunday as part of the Week 13 'My Cause My Cleats' campaign 
DannyAmendola,,[u'pepsi'],Hitting all the highlights from cold games to hot wings with in The Fun Doesn't End Zone Watch all the eps here 
DannyAmendola,,[u'nflmx'],Gracias for all the love and support What an amazing experience 
DannyAmendola,,[],Boston Children's Hospital 
DannyAmendola,,[u'BostonChildrens'],Kaias got her game face on to show her cancer whos in chargeDonate to help kids fight cancer 
DannyAmendola,,"[u'JasonRomano', u'coachbillcurry']",RT WOW This message from is so so needed right now in our country 
DannyAmendola,,[u'nflnetwork'],going global tonight at 10pm ET on 
DannyAmendola,,"[u'NFL', u'Patriots', u'Edelman11', u'DannyAmendola', u'nflnetwork']",RT When the WRs visit Mexico City Going Global TONIGHT on (10pm ET) 
DannyAmendola,,[u'citizencope'],Boston Providence Come see my boy tonight at The Met in Pawtucket One Lovely Day 
DannyAmendola,,[u'NFL'],RT The late Pat Tillman would have turned 41 years old today Gone But never forgotten 
DannyAmendola,,[u'pepsi'],Lucky Jersey or Lucky Socks? Check out my answer in The Fun Doesn't End Zone with 
DannyAmendola,,[],Niners gota good one 
DannyAmendola,,[u'astros'],RT Correa is everybody watching that walkoff 
DannyAmendola,,[],Big Day 
DannyAmendola,,[],Short clip Football amor 
DannyAmendola,,[u'AdaptiveTribe'],RT Perhaps through gratitude we can find our common ground A number of the individuals in this video are combat-wounded ve 
