screen_name,in_reply_to_screen_name,mentions,full_text
rockorocky,KennyMCreative,"[u'KennyMCreative', u'rockorocky']",Here's a print I've been working on 13x19 gonna look awesome 
rockorocky,,[],Got real today 
rockorocky,,[],61* nice running weather Track time 
rockorocky,,[],Track workouts start tomorrow LEGGO 
rockorocky,,[],Bizzy Body 
rockorocky,SLUFootball,[u'SLUFootball'],Fulfillment of dreams starts tomorrow for future Lions Who's the next great Lion? 
rockorocky,,[],Straight Up 
rockorocky,,[],NYC 
rockorocky,,[],Same ole fools running off at the mouth but don't know this boy right here is straight out the SOUTH 
rockorocky,,[],My words to the youth never give up on your Dreams 
rockorocky,,[],I told a guy to count on me and son lost count 
rockorocky,,[],RT I'm looking for a NET developer in the Atlanta area 70-100k DOE must have bachelors degree with at least 2 years exper 
rockorocky,,[u'AnkerOfficial'],much love to for keeping me charged while on the road 
rockorocky,,[],Bad one on my team just like Katniss Everdeen 
rockorocky,G_Higg,"[u'G_Higg', u'sluathletics']",
rockorocky,,[],Just got some heads up that my old teammate Bryan Bennett showing some good stuff at the Senior Bowl Happy for my Dawg 
rockorocky,PToney,"[u'PToney', u'rockorocky', u'seniorbowl']",Look at Southeastern alum shining on the website 
rockorocky,,[],Mane I'm craving for some Raising Cane's Chicken Fingers 
rockorocky,,[],Only whitney can sing this song 
rockorocky,CoachRonRoberts,[u'CoachRonRoberts'],TRUUUUUUUUUU 
rockorocky,,[],Aiming for the moon if I miss I'll b with the stars 
rockorocky,,[],If I mess with U I'm all the way out there with u if I don't mess with u I don't mind U knowing I don't mess with ya 
rockorocky,,[],
rockorocky,,[u'da_yungin_'],Think they forgot let's make them remember#2015 i'm back@Floater_22 
rockorocky,,[u'BOOSIEOFFICIAL'],On that trouble 
rockorocky,,[u'rockorocky'],RT Everyone just remember that my boy picked off Flacco twice in one game 
rockorocky,,[],Riding on that Nipsey 4 In the Morning 
rockorocky,,[],Hands on the Rollie so I'm just passing thru the time 
rockorocky,,[],What goes up must come down 
rockorocky,SectionI_Row13,"[u'SectionI_Row13', u'rockorocky']",SLU to NFLOur favorite ATL Falcon Robert Alford 
rockorocky,,[],Time for some Therapy 
rockorocky,,[],Back then I was in that Chevy listening to that Savage Life#LouisianaMade 
rockorocky,,[],Mane this would happen when I'm in NYC 
rockorocky,,[],IG rocky_alford23 leggo 
rockorocky,,[],She say what's ur type I said I like what I like 
rockorocky,,[],All my diamonds watching now my watch is getting jealous 
rockorocky,,[],Oregon offense is fast as heck 
rockorocky,,[],2015 
rockorocky,,[],TCU outchea Ballin n the dome 
rockorocky,,[],
rockorocky,,[],Wish I didn't have a season ending injury because I'm tired of reading/hearing about the Panthers repeating 
rockorocky,Pens214,"[u'Pens214', u'rockorocky']",check out what I got for Xmas Hope u have a speedy recovery 
rockorocky,,[u'robertmville'],Think they forgotworkworkwork is what pops taught me 
rockorocky,,[],DON'T BE CONFUSEDDON'T YOU EVERYOU BETTER KNOW REAL#TAT 
rockorocky,,"[u'JWooTV', u'rockorocky']",RT Me and the one-arm yesterday after we smoked those Saints#WeDat 
rockorocky,,[u'CoachRonRoberts'],RT Got to see Rob before the game 
rockorocky,,[u'CoachRonRoberts'],It was good to come home and got to c my old college coach 
rockorocky,,[],Great team win today by my DAWGS 
rockorocky,,[],GameDay 
rockorocky,,[],Da kid is back nothing like home 
rockorocky,,[u'robertmville'],Words from my pops 
rockorocky,,[],Mane I miss being on the field but some things you can't control#TATroad2recovery 
rockorocky,,[],next season will b here n no timeLEGGO 
rockorocky,,[],Greatness is only birthed through inconvenience 
rockorocky,,[],Everything went well now sitting up watching MNF Thanks to everyone for their prayers#RiseUp 
rockorocky,,[],It's bout that time 
rockorocky,,[],Isaiah 4110 
rockorocky,,[],Da Big Apple 
rockorocky,,[],Enemy Turf 
rockorocky,,[],Got people that depend on me can't give up 
rockorocky,,"[u'AllenGWaddell', u'B_BENNETT03']",RT New Signature for my Lion Helmet to go along with 
rockorocky,,[u'SPORTSTARSNYC'],NYC to the Homies 
rockorocky,,[],Happy bday to my mom and auntie love these two best ever 
rockorocky,,[],The will of God won't take U where the Grace of God won't keep U 
rockorocky,,[],My whole mission was to make sho only the realist was going to rock with me#TAT 
rockorocky,slay_darius,[],
rockorocky,,[],Just talk with my Dawg always YA heard me 
rockorocky,,[],You have to Pray as everything depend on God but you have to act as everything depends on You 
rockorocky,,[],Stand on principles homie#BBcrew 
rockorocky,,"[u'OREFICIWATCHES', u'neimanmarcus']",Check out my good friends today and tomorrow ATL 
rockorocky,,[],75 outside love it YA heard me 
rockorocky,Floater_22,[u'Floater_22'],Yeaaaa Budddyyyy 
rockorocky,DariusJButler,[u'DariusJButler'],need that connect Homie 
rockorocky,,[],Scarface before he died then Part2 
rockorocky,,"[u'Floater_22', u'favor_Island', u'cdoubleU_5']",Bout to quite these haters@Floater_22 
rockorocky,Floater_22,[u'Floater_22'],But I'm still rocking wit lil bro Tho 
rockorocky,Floater_22,[u'Floater_22'],YEEEEEELLLLPPPP 
rockorocky,DeAndreHopkins,[u'nukdabomb'],Wrong Homie 
rockorocky,,[],Only focus is to get back out there with my homies to win the NFC south plenty counted us out but ITs Time Ya heard me#RiseUp 
rockorocky,,[u'CoachRonRoberts'],The Homies back to back Southland Conference Champs Proud of'em 
rockorocky,,"[u'kristenm2185', u'DesmondTrufant', u'rockorocky']",RT Nice lookin picture 
rockorocky,,[],God never Sleep I'm a blessed individualminor setback for a major comeback#RiseUp 
rockorocky,rockorocky,[u'rockorocky'],Good team win today I'm so proud of my homies#DivisionLeaders 
rockorocky,,[],1 John 44 
rockorocky,,[],Thanking God for letting me c another day#GameDay 
rockorocky,,[],Im Wit Ya I kno that feeling Im Wit Ya I kno that feeling 
rockorocky,robertmville,[u'robertmville'],YES SIRRR POPS ITS THAT TIME AGAIN 
rockorocky,,"[u'CoachRonRoberts', u'JayArtigues']",Lion up and Beat the Cowboys today boys 
rockorocky,,[],Don't work to prove men wrong Work to prove God right 
rockorocky,,[u'DeionSanders'],RT A New Beginning &amp; a 2nd chance is all u need Change yo phone process and ultimately your life New day 
rockorocky,,[u'Realrclark25'],Talking to big bro I could always go to him bout anything been sense Day 1 
rockorocky,,[],Going to c it clear 
rockorocky,,[],Happy Bday to my grandmother gone but never forgottenIMY Nellie-B 
rockorocky,,[],Much love to the people at for the workout bench Check them out 
rockorocky,,[],HardlyHardlyHardlyHardly 
rockorocky,,[],It's going down where I roam in that SSB 
rockorocky,,[],Philippians 46 Do not be anxious about anything but in every situation by prayer and petition with 
rockorocky,,[],Boosie- life that I dreamed of where I'm from we dream this here Ya heard me#StraightUp 
rockorocky,,[],Proverbs 2229 Do you see a man who excels in his work? He will stand before kings 
rockorocky,Tkunodos,[u'Tkunodos'],STRAIGHT UP@TKUnoDos Boosie &amp; Trey killed that FaceTime whoa 
rockorocky,,[u'Mathieu_Era'],Seen my Dawg got a INT today#BootBoys 
rockorocky,,[],Good to b back home this weekend to c family#LouisianaBoy4life 
rockorocky,,[u'rockorocky'],RT Happy birthday 
rockorocky,,[u'SPORTSTARSNYC'],RT Happy Birthday CB 
rockorocky,,[],I could eat breakfast all day YA heard me 
rockorocky,Outa_Your_Reach,[u'Outa_Your_Reach'],
rockorocky,Outa_Your_Reach,[u'Outa_Your_Reach'],heyheyhey nah over there U two 
rockorocky,,[],I'm coming home wait for me 
rockorocky,,[u'OutdoorTech'],Sound from these is amazing Love using it BIG shoutout to for hooking it up 
rockorocky,,[u'Realrclark25'],Ready to watch big bro take the field tonight 
rockorocky,,[],1 Thessalonians 511 Therefore encourage one another and build one another up just as you are doing 
rockorocky,,[],Play list &gt;&gt;&gt; Donnie McClurkin Stand 
rockorocky,,[],GameDayThanking the man above 
rockorocky,,"[u'joanncantu', u'rockorocky']",RT looks focused 
rockorocky,,[],LondonUK 
rockorocky,,[],Gladiators on deck 
rockorocky,,[],Galatians 69 Let us not grow weary while doing good 
rockorocky,,[],Isaiah 608 Who are these that fly like a cloud and like doves to their windows? (Those who don't jump will never fly It's time to jump) 
rockorocky,,[],London 
rockorocky,,[u'beinSCOOTERBUIE'],RT Today I will do what others won't so tomorrow I can accomplish what others 
rockorocky,,[],1 John 44 
rockorocky,,[],But mama I ain't done yet sit back and watch your sunrise Kick back and know your sunset 
rockorocky,,[],GoodLuck to my boys today SLU 
rockorocky,,[u'Mathieu_Era'],RT Shoutout to my haters 
rockorocky,,[],Hamm Town Stand Up Not to many people make it out where I'm from YA heard me#Blessed 
rockorocky,,"[u'nyglass', u'sunskis']",Big thanks to the sunglass kings for the 
rockorocky,,[u'mackweldon'],sending some love back to my friends -So comfortable Great stuff for the w 
rockorocky,,[],It's the Benediction so I gave u my testimony 
rockorocky,,[],Terio 
rockorocky,,[],Boosie 
rockorocky,,[],That boy Doug E fresh Da Realest 
rockorocky,,[],Long as u know That God is for you it doesn't matter who is against you#SimpleFact 
rockorocky,,[],You never know how the small simple things will make someone's day 
rockorocky,,[u'Mathieu_Era'],Straight UpRT Going your own way can be lonely at times but can take you to a glorious destination 
rockorocky,,[],For where you have envy and selfish ambition there you find disorder and every evil practice (James 316 
rockorocky,,[],Kno what u talking about before speaking 
rockorocky,,[],With GOD all things are possible 
rockorocky,,[],Salute to everybody that salute to me#TAT 
rockorocky,,[],Stop looking for a herobecome one 
rockorocky,,[],Taste and see that the Lord is good; blessed is the one who takes refuge in him (Psalm 348 
rockorocky,,[],What it Beez LikeBeez like 
rockorocky,,[u'CoachRonRoberts'],Happy Bday to my ole ball coach one of the best coaches out there 
rockorocky,,[],Riding around with my top down so I'm closer to God 
rockorocky,Duke27_,"[u'Duke27_', u'Gragg80']",already brodie 
rockorocky,Duke27_,[u'Duke27_'],haha u don't need that foolie 
rockorocky,,[],The Lord is far from the wicked but he hears the prayer of the righteous 
rockorocky,so_amazing25,[u'so_amazing25'],straight up 
rockorocky,,[],God is Good#TAT 
rockorocky,,[u'Realrclark25'],RT Work day It's a great day to be alive 
rockorocky,,[],Hustle High Hat LowRumble young man Rumble#TAT 
rockorocky,,[],Note A true champion can take a loss and bounce back 
rockorocky,,[],Watching my youngin 
rockorocky,,[],NYCYA HEARD ME 
rockorocky,,[u'SPORTSTARSNYC'],Shoutout to the agency in the game today 
rockorocky,,"[u'rockorocky', u'Bose']",RT Get pumped for tomorrow's game with Gameday Playlist 
rockorocky,Mathieu_Era,[u'Mathieu_Era'],If they don't believe in you don't be upset 
rockorocky,,[],They say the proof is in the pudding if u don't c it I guess u ain't looking#YaDig 
rockorocky,,[],A Real brother don't talk bout it he just going to b bout it 
rockorocky,ReedRoberts_14,"[u'ReedRoberts_14', u'rockorocky']",high school days HHS So I got physics book 
rockorocky,,[],Massage time 
rockorocky,,[],LEGGO with my boy after the TDBack to Work TODAY 
rockorocky,,[],Just heard Da Boot finally have BER ya heard methat's we need that StraightUp 
rockorocky,,[],Maze runners was a good movie 
rockorocky,,[],We them boys 
rockorocky,,[u'D_Hest23'],Good to share this moment with my dawg breaking Deion record is a high accomplishment Proud 
rockorocky,,[],Back like I never left#TAT 
rockorocky,,[],You don't know my struggle so u can't feel my hustleboosssssssie 
rockorocky,AtlantaFalcons,[u'NFLFilms'],YEA BUDDY Falcons vs Bucs previews the matchup 
rockorocky,,[],Major comebackit's levels 
rockorocky,Floater_22,[u'Floater_22'],u knw it bro 
rockorocky,,"[u'JSwaff19', u'rockorocky']",RT 
rockorocky,robertmville,"[u'robertmville', u'HighRizer38']",I'll catch him pops 
rockorocky,,[],Everything happens for a reason but one play don't make RA#TAT 
rockorocky,,[],Watching my boys tonight 
rockorocky,,[],It's cold outchea n Cincy 
rockorocky,_B_Jibor,[],after 
rockorocky,,[],Time for some zzzz's 
rockorocky,HammondHighFB,"[u'HammondHighFB', u'rockorocky']",A shoutout to former Hammond high star and now in the NFL Keep working hard 
rockorocky,,[],Great team win today#RiseUp 2014 
rockorocky,,"[u'21dirtybird', u'rockorocky']",RT Thanks for signing a bayou dirtybirds gloves 
rockorocky,,[],Heart of a Lion 
rockorocky,,[],Lets Go 
rockorocky,,[],I love my hometown but tomorrow I have to go against the hometown team#RiseUp 
rockorocky,,[],Madden is funny C'mon man 
rockorocky,,[u'Floater_22'],RT Game Week Who going 2 WIN SaintsVsATL 
rockorocky,,[],Pappadeaux Seafood Kitchen 
rockorocky,,[u'ESPNCFB'],TOP 3 Here's the latest Coaches' Poll No surprise that North Dakota 
rockorocky,,[],Days until kickoff 
rockorocky,,[],We were down from the beginnin' When the world wasn't listenin' Now that I got your attention Let us end with the benediction#TAT 
Ricardo37Allen,,[],Never looking for a handout 
Ricardo37Allen,J_HILL_47,[u'J_HILL_47'],Happy birthday bro 
Ricardo37Allen,,[u'PatMcAfeeShow'],RT This lady is wearing a Deadliest Catch fishing net I think 
Ricardo37Allen,Keith_Carlos,[u'Keith_Carlos'],Hard work paying off bro Keep at it man 
Ricardo37Allen,,[u'Keith_Carlos'],RT First male and African American Male to win Americas Next Top Model and to land a Guess Campaign http 
Ricardo37Allen,BoilerLisa,[u'Ricardo37Allen'],he got robbed for Pop Album of the year Everything has become too political 
Ricardo37Allen,,[],Ed Sheeran has some of the best music I heard in a while 
Ricardo37Allen,SHANEWYNN4,[u'SHANEWYNN4'],watching it now 
Ricardo37Allen,SHANEWYNN4,[u'SHANEWYNN4'],bro I'm going to be addicted to this show haha 
Ricardo37Allen,SHANEWYNN4,[u'SHANEWYNN4'],haha I'm looking for something good too Let me know once you find out 
